,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17
1881,3,7,4,4,2,7,7,14,1,7,6,8,3,8,0,8,H
1882,3,8,5,6,3,8,7,2,9,11,5,9,1,8,6,8,Z
1883,7,11,7,6,3,7,6,3,4,13,8,8,3,8,4,7,S
1884,5,2,6,4,4,9,6,7,4,6,7,5,10,5,3,5,M
1885,1,0,1,0,0,8,10,3,1,7,12,8,2,11,0,8,V
1886,4,7,6,5,3,9,8,5,1,7,8,8,8,9,0,8,W
1887,4,8,6,6,4,7,9,2,6,13,6,5,2,10,2,8,F
1888,5,9,5,7,4,7,7,8,5,9,7,10,3,8,4,6,O
1889,4,9,5,7,3,6,11,2,8,8,12,8,1,11,1,7,T
1890,4,10,5,8,3,9,7,9,7,7,6,10,3,8,4,8,O
1891,5,7,7,5,5,8,6,6,7,9,7,6,3,8,8,7,B
1892,4,8,5,6,4,6,7,7,6,8,10,8,3,9,5,9,T
1893,3,7,4,5,2,7,7,4,4,7,6,7,2,8,4,8,X
1894,9,12,7,7,5,7,9,4,5,9,8,9,4,9,8,11,C
1895,6,5,6,8,3,7,7,15,2,4,6,8,6,8,0,8,N
1896,6,10,9,8,5,7,8,1,8,10,6,8,3,8,4,8,X
1897,5,7,6,5,5,8,6,7,4,4,8,10,6,6,7,10,Q
1898,2,1,4,1,1,7,12,3,2,6,11,9,2,11,0,7,V
1899,2,3,4,2,2,9,6,4,6,10,4,6,2,8,3,8,D
1900,5,9,8,7,4,4,9,2,7,10,10,11,3,8,3,6,K
1901,3,11,6,8,2,8,6,3,1,7,0,8,3,7,2,8,A
1902,3,6,4,4,2,2,11,4,3,11,12,8,2,10,1,8,V
1903,4,8,5,6,5,8,7,5,6,7,6,8,6,8,3,7,H
1904,1,0,1,0,0,6,7,7,5,7,6,6,2,8,2,8,D
1905,3,8,4,6,2,7,6,8,7,6,5,11,1,8,5,11,G
1906,2,5,3,8,1,12,3,10,4,13,5,13,1,6,0,8,J
1907,2,5,3,4,2,6,8,7,7,8,8,13,1,9,4,10,C
1908,5,10,6,8,3,7,6,8,8,6,6,8,2,8,6,11,G
1909,5,5,5,8,2,3,6,8,3,7,7,11,4,8,3,11,K
1910,3,9,5,6,1,7,8,4,2,7,14,8,3,9,0,8,V
1911,3,4,4,3,2,4,8,4,6,11,10,12,1,9,2,7,C
1912,5,10,6,8,4,8,7,12,2,6,9,8,8,6,0,8,M
1913,5,8,7,6,7,7,8,1,4,10,6,6,5,10,3,5,F
1914,2,3,3,4,0,8,11,1,3,5,11,8,0,10,0,8,Y
1915,3,5,4,3,2,4,8,5,8,11,9,13,1,9,3,7,C
1916,6,8,9,12,14,8,5,6,1,6,6,9,10,10,8,14,Q
1917,9,15,8,8,5,6,7,5,4,8,10,9,7,11,5,9,H
1918,9,11,8,6,4,9,6,6,7,3,9,7,5,9,3,5,U
1919,5,10,6,8,6,7,7,7,7,7,6,5,3,8,3,7,D
1920,5,10,7,8,10,8,9,5,3,6,7,7,7,9,9,8,H
1921,6,10,8,8,10,8,9,6,1,7,7,8,9,8,5,9,O
1922,3,7,5,5,7,9,5,5,2,7,6,8,5,10,2,5,W
1923,4,7,6,5,6,8,9,4,4,9,5,7,4,9,10,9,S
1924,2,3,3,2,1,5,8,4,7,10,8,8,3,9,2,6,U
1925,6,11,6,8,3,4,10,2,7,10,11,6,1,11,3,4,Y
1926,3,8,4,6,2,7,7,14,2,5,6,8,6,8,0,8,N
1927,7,12,6,6,3,5,9,4,5,4,4,11,5,9,2,7,N
1928,4,2,5,4,4,8,6,6,4,7,7,8,7,5,2,7,M
1929,2,7,4,5,4,7,8,3,5,5,7,10,3,11,7,8,E
1930,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,I
1931,2,3,2,2,2,7,7,5,9,6,6,8,1,8,6,8,Z
1932,2,4,2,3,2,7,7,5,5,6,6,6,2,8,5,9,B
1933,7,11,9,8,7,9,6,4,7,10,5,6,3,8,6,10,B
1934,6,10,8,8,8,6,6,6,3,6,6,10,5,8,8,7,G
1935,4,9,5,6,2,3,14,7,1,11,6,3,0,10,4,8,P
1936,3,4,5,6,7,8,5,5,2,7,6,7,6,9,6,9,P
1937,3,5,5,3,2,7,9,6,7,7,10,9,3,9,1,8,U
1938,8,10,11,8,5,4,8,4,9,12,12,11,3,8,4,5,K
1939,6,10,5,5,2,8,10,6,3,7,9,5,6,13,3,7,V
1940,9,14,7,8,5,7,6,4,4,9,8,11,4,9,9,11,C
1941,3,8,5,6,5,6,11,2,2,7,8,8,6,11,1,8,W
1942,4,7,6,5,4,8,11,2,2,6,10,8,4,10,4,9,V
1943,5,5,6,8,2,6,7,7,10,8,6,15,1,9,4,9,C
1944,2,3,3,2,1,7,7,2,7,11,7,9,1,8,3,8,E
1945,4,9,5,7,2,7,7,9,8,7,5,8,3,8,4,8,O
1946,1,1,2,1,1,7,7,6,4,7,6,8,2,8,2,8,O
1947,4,7,6,5,4,6,8,3,7,11,8,8,3,8,4,6,E
1948,2,1,2,1,1,6,7,6,9,7,6,13,0,8,4,9,C
1949,3,5,4,4,2,8,6,7,4,9,5,8,2,8,3,8,O
1950,3,8,6,6,4,8,5,2,4,6,2,6,2,6,2,6,A
1951,4,10,4,7,3,7,7,14,2,4,6,8,6,8,0,8,N
1952,3,9,4,7,3,7,8,3,11,8,6,8,0,8,7,7,Z
1953,6,9,6,5,3,13,0,5,1,12,3,11,2,3,2,10,A
1954,4,5,5,5,6,7,7,5,4,7,7,7,5,8,10,10,S
1955,3,10,6,8,7,10,6,2,5,8,4,5,3,8,5,7,I
1956,6,10,8,7,6,6,10,2,6,13,7,6,2,10,2,7,F
1957,3,7,4,5,2,4,5,1,9,7,2,11,0,8,2,7,L
1958,7,8,9,7,10,8,7,4,5,7,6,8,8,10,9,4,V
1959,5,11,6,8,8,8,4,4,3,7,5,11,6,8,6,13,G
1960,5,9,4,5,2,7,4,4,2,7,4,5,4,7,5,8,G
1961,5,10,7,8,4,7,3,2,9,7,1,9,1,6,3,7,L
1962,3,6,4,4,2,5,12,7,3,12,6,3,1,10,4,7,P
1963,3,8,5,6,3,11,2,3,3,10,2,9,2,6,3,8,A
1964,3,7,5,10,8,7,12,4,1,9,8,5,4,11,4,8,P
1965,5,8,6,6,2,6,7,7,10,6,6,15,1,8,4,9,C
1966,4,2,5,4,4,8,6,6,4,7,7,8,7,5,2,8,M
1967,2,1,2,2,1,7,9,5,5,6,9,9,3,9,1,8,U
1968,5,6,5,4,3,5,9,1,7,9,10,6,1,11,3,5,Y
1969,7,10,9,8,7,7,7,5,6,7,6,7,7,8,3,8,D
1970,9,9,7,13,5,7,8,4,3,6,11,5,5,10,6,6,Y
1971,4,5,5,4,2,4,11,2,7,11,10,6,1,11,2,5,Y
1972,4,9,4,4,2,5,10,2,6,11,8,6,2,9,4,3,T
1973,4,9,5,6,6,7,6,6,2,7,7,8,6,8,4,8,W
1974,5,11,8,8,11,9,7,4,4,6,7,7,8,8,8,7,B
1975,3,5,6,4,3,6,8,2,9,11,8,8,2,8,4,6,E
1976,3,9,5,7,4,8,7,3,8,5,6,8,3,8,6,8,X
1977,2,7,3,5,3,8,7,7,5,7,7,8,2,9,8,8,S
1978,5,5,6,4,3,4,8,5,8,10,8,9,3,9,2,6,U
1979,4,6,5,4,4,7,7,7,7,7,6,8,3,10,6,8,T
1980,3,4,4,3,2,5,8,5,7,9,8,8,3,9,2,5,U
1981,3,8,5,6,2,5,11,3,4,9,12,9,3,10,1,9,V
1982,4,6,5,4,2,9,7,0,7,13,5,7,0,8,0,8,J
1983,5,10,5,5,5,7,8,3,5,9,6,7,6,5,7,8,B
1984,1,0,1,0,0,7,8,10,1,7,6,8,2,8,0,8,H
1985,6,11,8,8,7,7,7,6,6,7,7,7,7,7,3,7,D
1986,3,3,4,4,2,7,7,5,8,5,6,8,0,8,8,8,S
1987,1,4,2,3,1,7,4,1,7,7,2,10,0,7,2,8,L
1988,6,8,7,10,6,8,6,7,4,8,7,11,4,9,7,7,Q
1989,3,3,5,2,2,9,6,3,6,10,4,8,3,8,3,9,H
1990,4,3,5,5,3,7,7,12,1,7,9,8,8,6,0,8,M
1991,1,0,1,1,0,7,7,5,7,7,6,14,0,8,4,10,C
1992,3,2,4,4,3,7,8,5,5,6,5,6,3,7,4,8,R
1993,1,0,2,1,0,8,6,6,4,6,5,9,1,8,5,10,G
1994,2,6,5,4,3,6,5,1,3,5,2,7,2,6,3,4,A
1995,4,7,4,5,3,9,6,7,5,10,4,10,3,8,3,8,O
1996,1,6,3,4,3,9,6,3,4,7,6,5,3,8,5,5,I
1997,4,8,4,6,2,3,11,4,4,11,12,8,2,10,1,8,V
1998,1,0,2,1,0,7,9,3,2,7,12,8,2,10,0,8,V
1999,5,12,5,6,3,14,0,4,2,12,3,11,2,4,2,10,A
2000,3,2,4,4,3,5,7,3,7,6,6,10,6,8,4,9,K
2001,3,5,4,3,1,4,12,4,4,11,11,7,2,11,1,8,V
2002,7,10,7,7,4,4,10,7,8,12,10,9,2,10,3,6,C
2003,4,6,5,4,3,6,6,7,6,6,6,8,2,8,4,10,L
2004,2,1,2,1,2,8,8,6,6,7,6,8,3,8,3,8,H
2005,5,6,6,4,3,4,9,5,7,11,11,9,3,9,2,7,U
2006,3,5,4,3,3,7,9,5,5,7,6,6,5,9,2,6,N
2007,4,10,6,8,4,8,7,7,7,10,5,4,3,7,5,9,D
2008,3,3,4,4,3,8,7,6,2,8,7,9,2,9,4,8,Q
2009,3,5,5,3,2,8,7,3,9,6,6,9,3,7,7,9,X
2010,4,11,5,8,5,7,7,13,1,6,6,8,6,9,1,6,N
2011,1,0,1,0,0,7,7,10,0,5,6,8,4,8,0,8,N
2012,3,9,5,7,7,7,8,3,5,6,6,10,6,11,7,5,L
2013,4,11,5,8,4,4,11,4,6,11,10,6,2,10,3,5,F
2014,5,9,5,5,2,5,8,4,6,4,4,9,4,7,2,8,N
2015,1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,I
2016,5,8,5,6,3,5,9,1,8,9,9,5,1,11,3,4,Y
2017,2,4,4,3,2,7,8,2,9,12,7,7,1,8,5,6,Z
2018,5,11,7,8,6,7,7,8,5,7,5,6,3,7,3,8,N
2019,4,7,5,5,4,6,7,8,5,7,5,7,3,7,3,8,N
2020,4,10,4,7,2,4,10,10,3,9,6,4,2,10,4,8,P
2021,12,15,11,9,5,6,8,3,7,9,9,10,6,10,4,6,K
2022,1,0,2,1,0,7,4,2,0,7,2,8,2,7,1,8,A
2023,5,10,6,7,2,4,7,9,2,7,6,12,3,8,3,11,K
2024,7,11,8,8,5,6,6,7,8,10,7,11,2,10,5,9,G
2025,4,5,7,4,4,6,7,1,7,10,7,10,3,8,3,8,K
2026,3,10,6,7,4,11,3,2,2,9,2,9,3,7,3,9,A
2027,2,1,3,2,1,6,12,2,7,8,11,8,1,10,1,7,T
2028,4,9,5,8,3,8,6,9,7,6,5,9,3,8,4,8,Q
2029,3,4,5,6,1,7,12,2,3,8,12,8,1,10,0,8,Y
2030,3,7,5,5,3,7,9,6,5,7,6,7,5,9,2,6,N
2031,2,6,2,4,1,0,1,5,6,0,0,7,0,8,0,8,L
2032,7,13,5,7,3,6,8,6,8,10,6,10,1,8,8,8,E
2033,1,3,2,5,1,12,3,9,3,13,5,13,1,6,0,8,J
2034,2,1,2,2,1,7,7,3,11,9,6,8,0,8,7,8,Z
2035,1,0,1,0,0,8,7,5,4,6,5,9,1,8,4,10,G
2036,5,9,6,7,6,8,8,8,5,5,7,9,3,8,4,6,U
2037,3,2,4,4,2,6,8,7,8,9,8,13,1,9,4,10,C
2038,8,12,6,6,5,8,8,4,3,9,5,6,4,9,9,8,G
2039,6,10,6,8,6,2,11,2,2,10,9,7,6,11,2,6,W
2040,4,9,6,6,4,7,6,4,5,8,6,7,5,6,4,6,J
2041,4,11,6,8,8,7,8,3,5,6,6,10,6,11,7,5,L
2042,5,10,7,8,6,6,8,5,6,6,5,8,3,6,6,9,R
2043,2,4,4,3,2,7,9,1,7,13,5,5,1,9,2,8,F
2044,6,12,5,6,3,4,9,4,2,10,9,6,3,9,3,4,Y
2045,3,5,5,4,2,7,10,1,7,7,11,8,1,11,2,8,Y
2046,2,1,3,3,2,6,7,5,6,7,6,8,3,8,3,8,H
2047,3,6,4,4,3,7,8,3,8,6,6,8,2,8,6,8,X
2048,5,11,7,8,10,6,7,3,4,6,6,9,7,10,8,6,R
2049,3,6,5,4,3,5,12,6,3,10,7,2,1,10,3,6,P
2050,3,3,3,5,1,7,5,13,5,7,14,8,3,9,0,8,U
2051,2,0,2,1,1,6,7,6,10,7,6,14,0,8,4,9,C
2052,1,0,2,1,1,6,9,7,3,7,5,8,2,7,4,11,R
2053,8,15,7,9,3,6,10,3,8,13,6,6,2,8,5,4,T
2054,6,8,8,11,12,8,8,4,2,7,8,9,4,12,9,8,Y
2055,4,7,4,5,3,7,7,8,6,9,7,10,3,8,3,7,O
2056,0,0,1,0,0,12,4,6,3,12,4,11,0,7,0,8,J
2057,3,4,5,3,3,9,7,3,5,11,3,6,2,7,3,9,R
2058,1,3,3,2,1,8,7,2,9,11,6,8,1,8,5,7,Z
2059,3,11,4,8,4,7,7,4,4,7,6,8,3,8,4,8,X
2060,2,3,3,2,1,5,8,5,6,10,9,9,3,9,2,6,U
2061,5,11,6,8,5,5,8,8,7,10,8,13,2,11,4,10,C
2062,5,11,7,8,8,8,5,5,3,8,7,9,9,9,6,11,V
2063,4,7,5,5,2,6,7,6,10,6,6,12,1,7,4,8,C
2064,8,10,11,7,7,5,6,4,5,11,10,11,11,5,4,7,M
2065,1,1,1,1,1,7,7,2,7,7,6,8,0,8,2,8,I
2066,1,0,2,1,0,8,6,11,4,7,12,8,3,10,0,8,U
2067,5,11,7,8,9,8,7,3,5,6,7,9,7,10,7,6,L
2068,1,3,1,2,0,10,6,2,5,11,4,9,0,7,1,7,J
2069,5,8,7,6,3,4,12,3,6,14,8,4,1,10,1,7,F
2070,2,4,3,3,2,6,7,5,5,9,7,10,2,9,4,9,G
2071,4,10,6,8,7,8,6,5,2,6,6,10,7,8,5,10,G
2072,2,1,3,1,1,7,4,2,0,7,2,8,2,6,2,8,A
2073,2,0,2,1,1,8,7,6,4,6,6,9,2,8,3,8,Q
2074,4,8,6,6,6,8,7,6,5,9,7,6,3,8,7,8,B
2075,1,0,1,0,0,5,10,7,1,9,6,5,1,9,2,8,P
2076,3,8,4,6,3,5,8,6,6,9,8,14,1,9,3,10,C
2077,2,4,4,3,2,6,8,2,8,11,7,9,2,8,4,8,E
2078,10,13,12,7,6,10,2,3,2,10,2,9,8,1,2,8,M
2079,2,6,2,4,1,0,2,5,6,0,0,7,0,8,0,8,L
2080,4,11,6,8,7,8,7,5,7,7,6,6,6,8,3,7,D
2081,2,6,3,4,3,6,7,7,5,7,6,7,2,8,6,9,B
2082,4,9,6,7,5,5,9,3,7,11,9,9,3,9,4,6,E
2083,6,15,6,8,4,7,5,5,8,9,5,8,3,7,9,9,Q
2084,7,6,9,5,9,7,8,5,4,6,5,8,13,7,5,8,M
2085,4,6,6,6,6,7,7,5,4,7,7,8,7,10,6,8,G
2086,3,6,5,4,4,8,8,8,5,6,7,9,3,8,4,6,U
2087,3,7,4,4,1,7,7,4,4,7,6,8,3,8,4,8,X
2088,8,10,10,9,11,7,7,5,4,7,6,7,8,9,6,5,N
2089,5,6,5,4,4,3,10,2,3,10,9,8,6,11,2,6,W
2090,0,1,1,2,1,7,7,1,6,7,6,8,0,8,2,8,I
2091,5,5,5,7,2,1,15,5,3,12,9,4,0,8,3,6,F
2092,5,10,5,8,5,2,7,5,9,7,6,14,0,8,6,8,E
2093,4,10,6,7,1,8,10,2,2,6,13,8,1,11,0,8,Y
2094,4,8,6,6,5,10,6,3,6,10,4,7,3,8,5,11,B
2095,4,8,5,6,4,6,7,8,7,6,5,4,3,8,4,8,D
2096,2,1,2,2,1,8,7,7,5,7,6,8,2,8,3,8,O
2097,3,3,5,2,2,7,8,3,5,10,7,8,3,8,3,7,H
2098,4,5,5,5,2,8,5,8,8,6,4,8,3,8,4,8,Q
2099,4,8,4,6,2,3,12,4,5,12,12,6,1,11,2,6,Y
2100,3,8,4,6,5,8,7,8,5,7,6,6,3,8,7,10,B
2101,4,9,5,7,3,6,9,7,5,10,8,7,3,8,3,8,O
2102,3,4,5,3,3,7,10,6,3,11,4,3,1,10,3,8,P
2103,1,0,1,0,0,5,8,5,7,7,6,12,0,8,6,10,E
2104,3,7,4,5,2,8,8,8,6,6,7,9,3,8,4,8,O
2105,3,8,5,6,1,9,8,4,3,6,14,8,3,9,0,8,V
2106,6,9,6,10,8,8,5,7,4,9,5,8,4,8,5,7,Q
2107,4,8,5,6,7,8,7,3,4,6,6,8,6,8,7,5,K
2108,6,10,6,7,4,6,12,4,7,11,9,4,2,13,4,4,T
2109,5,9,6,7,3,4,8,6,9,12,9,12,1,9,3,7,C
2110,4,5,5,3,2,6,8,6,7,7,10,10,3,9,1,8,U
2111,1,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8,N
2112,3,2,4,3,2,6,8,7,7,9,8,12,2,10,3,9,C
2113,7,10,9,8,5,4,8,3,8,11,11,11,4,6,5,5,K
2114,6,11,8,8,8,6,6,8,4,6,4,8,4,6,8,11,H
2115,6,10,5,5,3,4,12,6,1,12,6,4,3,10,4,8,P
2116,1,0,2,0,0,5,11,6,1,9,6,5,1,9,3,8,P
2117,3,3,4,2,1,5,8,5,7,11,10,8,3,9,2,6,U
2118,5,9,5,7,4,4,8,5,6,11,9,14,2,9,3,7,C
2119,5,4,6,3,2,4,8,5,8,10,9,9,3,9,2,6,U
2120,2,3,2,1,1,7,7,5,7,7,6,8,2,8,5,10,E
2121,10,15,9,8,5,6,9,4,4,9,8,5,5,12,3,8,V
2122,2,6,4,4,3,10,5,2,4,7,5,5,3,8,4,6,J
2123,5,9,5,6,3,3,10,2,7,11,11,6,1,11,2,5,Y
2124,4,6,5,4,4,8,9,3,5,10,5,5,3,8,5,8,B
2125,4,9,5,6,2,1,12,5,5,12,10,8,0,8,2,6,F
2126,8,12,8,6,4,8,4,4,5,12,8,11,3,9,6,9,L
2127,4,9,6,7,3,9,7,4,8,12,4,7,2,8,5,9,S
2128,2,6,3,4,3,7,8,7,5,7,9,8,2,9,3,7,O
2129,6,7,7,5,3,4,10,6,7,12,11,8,3,9,2,7,U
2130,3,7,4,5,2,5,10,8,3,7,5,8,2,8,6,11,R
2131,3,6,4,4,3,7,8,7,6,7,7,8,3,10,5,9,T
2132,1,3,2,1,1,7,7,5,8,6,6,8,1,8,6,8,Z
2133,5,6,6,9,3,8,7,9,8,7,6,9,3,8,4,8,O
2134,7,11,9,9,12,8,7,4,3,6,5,9,8,7,9,14,G
2135,6,9,9,8,9,6,7,2,4,7,4,9,7,5,10,10,K
2136,8,10,6,15,5,4,9,3,1,9,10,5,4,10,7,5,Y
2137,6,9,5,4,3,8,3,4,3,7,3,5,4,7,4,9,G
2138,4,5,7,4,4,7,8,3,6,10,6,8,3,8,3,8,H
2139,3,9,4,7,1,12,2,10,4,14,5,13,1,6,0,8,J
2140,3,5,4,4,2,6,10,1,8,11,9,5,1,9,3,4,T
2141,5,9,7,7,3,8,8,4,2,7,8,8,8,9,0,8,W
2142,2,4,4,3,3,8,7,2,5,10,5,6,2,8,4,9,B
2143,3,8,4,6,2,7,5,14,5,7,13,8,3,9,0,8,U
2144,1,3,3,2,1,5,11,3,4,13,7,5,1,9,1,7,F
2145,4,10,6,8,6,7,7,4,6,6,5,7,3,7,5,9,R
2146,3,9,4,7,2,7,5,15,5,7,12,8,3,9,0,8,U
2147,8,9,12,8,12,7,7,4,4,6,5,8,14,9,6,9,M
2148,3,4,5,2,2,7,11,4,3,12,4,2,1,9,2,9,P
2149,2,11,2,8,4,7,7,0,6,7,6,8,0,9,3,8,I
2150,3,5,5,6,4,8,9,4,5,7,6,8,3,8,8,9,J
2151,6,9,8,7,7,6,6,8,4,7,6,8,4,9,8,11,P
2152,4,8,6,6,6,10,6,4,5,6,7,6,5,8,4,6,U
2153,1,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8,I
2154,4,7,6,5,3,7,12,4,5,14,5,1,0,10,3,8,P
2155,3,3,5,2,3,7,7,2,6,10,6,8,3,8,3,7,H
2156,4,2,6,4,2,7,13,3,4,8,12,8,3,10,2,8,V
2157,6,9,9,7,5,7,9,2,5,10,6,6,6,9,1,8,N
2158,6,11,7,8,4,7,6,7,7,11,6,13,3,9,5,8,G
2159,4,2,6,4,4,9,11,2,2,5,9,7,9,11,2,7,W
2160,5,11,6,8,6,8,8,5,8,5,5,8,0,8,9,8,S
2161,1,3,3,2,1,9,4,4,4,13,7,12,1,7,0,7,J
2162,3,7,4,5,3,6,6,9,7,6,6,7,2,8,9,9,B
2163,3,10,5,8,2,8,8,4,3,6,14,8,3,9,0,8,V
2164,4,9,4,6,4,3,6,5,9,6,7,13,0,8,7,9,E
2165,5,6,5,8,5,8,4,6,5,10,5,10,4,7,6,7,Q
2166,6,10,8,7,5,7,7,7,6,5,7,9,3,8,4,8,G
2167,3,6,5,5,5,9,6,2,6,8,6,7,3,10,8,6,X
2168,3,4,4,3,3,7,7,6,7,7,6,5,2,8,3,7,D
2169,5,9,6,6,7,9,6,5,2,6,6,10,6,7,5,11,G
2170,3,5,6,3,2,5,8,2,9,11,10,9,2,9,3,6,X
2171,6,10,9,7,5,5,12,4,5,13,8,4,2,10,2,6,F
2172,3,7,5,5,3,11,8,5,1,6,9,8,7,10,0,8,W
2173,4,9,5,8,5,8,8,7,4,5,9,9,2,9,4,9,Q
2174,4,8,5,6,5,7,7,5,10,7,6,8,1,8,7,7,Z
2175,6,9,8,6,7,7,7,6,3,8,8,7,7,9,5,10,W
2176,2,5,3,4,2,6,9,4,5,10,9,6,2,10,3,6,F
2177,6,9,6,4,3,7,7,4,4,9,8,6,4,10,4,4,Y
2178,1,9,0,7,1,7,7,5,3,7,6,8,0,8,0,8,I
2179,2,3,3,2,1,5,8,4,5,10,8,9,3,10,1,7,U
2180,4,11,7,8,6,7,5,1,4,5,2,6,5,6,6,6,A
2181,3,8,4,6,2,7,5,14,5,7,13,8,3,9,0,8,U
2182,1,3,2,2,1,9,6,4,4,10,3,5,2,8,2,8,D
2183,6,12,6,6,3,10,4,4,3,12,6,9,3,10,2,8,S
2184,1,3,2,1,1,9,8,6,5,5,9,7,3,10,0,8,U
2185,3,9,5,6,4,6,7,9,6,6,6,5,3,8,3,8,D
2186,2,6,3,4,1,7,7,1,8,14,6,8,0,8,1,8,I
2187,5,9,4,4,3,6,8,6,4,9,8,9,4,9,4,8,O
2188,3,7,5,5,1,8,8,4,2,6,14,8,3,10,0,8,V
2189,5,9,7,7,6,9,8,4,5,11,4,4,2,9,4,8,P
2190,2,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8,T
2191,3,7,4,5,3,8,8,7,6,7,6,8,2,8,9,8,S
2192,3,6,4,4,2,8,6,7,7,6,6,9,1,7,6,11,G
2193,4,11,5,8,3,7,7,9,7,7,6,8,3,8,4,8,O
2194,5,9,8,6,4,10,6,2,8,10,2,7,3,8,3,9,X
2195,5,9,7,7,7,7,9,6,3,5,5,10,4,8,7,8,G
2196,6,9,6,7,4,5,7,7,8,8,6,9,3,9,3,4,U
2197,4,9,5,6,2,1,11,5,7,12,11,9,0,8,2,6,F
2198,5,8,6,10,6,9,5,7,4,9,5,11,4,8,6,7,Q
2199,1,0,2,0,1,7,6,9,0,7,8,8,6,6,0,8,M
2200,7,13,7,7,6,10,6,4,5,9,5,8,6,8,8,9,B
2201,5,8,6,6,2,3,10,5,8,12,11,10,1,8,2,6,C
2202,7,9,10,8,10,9,7,3,4,9,2,8,8,4,8,12,K
2203,1,1,2,1,1,6,9,8,4,7,5,8,2,7,4,11,R
2204,6,11,8,9,8,7,7,8,4,8,5,8,4,8,10,1,A
2205,6,7,6,9,7,8,5,7,4,8,6,7,6,8,6,9,Q
2206,4,10,5,7,2,3,8,8,2,7,5,11,3,8,3,10,K
2207,1,6,1,4,1,7,7,0,7,7,6,9,0,8,3,8,I
2208,5,6,5,4,3,4,12,1,2,8,10,7,3,11,1,7,V
2209,2,1,3,2,1,5,11,3,5,11,9,5,1,10,3,6,F
2210,4,8,5,6,4,7,8,8,5,10,7,8,3,8,3,8,O
2211,2,7,4,5,3,12,3,2,2,9,2,9,3,7,3,9,A
2212,6,10,6,8,3,7,7,15,2,4,6,8,6,8,0,8,N
2213,2,1,2,2,1,6,8,7,7,9,7,12,1,10,4,10,C
2214,1,0,1,0,0,7,8,3,0,7,8,8,3,9,0,8,W
2215,5,7,6,5,7,8,8,6,5,7,6,8,7,9,7,6,M
2216,5,9,6,11,7,7,9,4,3,8,10,10,4,10,8,8,Q
2217,3,8,4,6,3,5,7,6,7,7,5,11,1,8,4,10,C
2218,7,9,10,8,8,6,8,2,4,7,7,9,8,6,4,8,A
2219,3,5,5,8,1,6,10,2,2,7,13,8,2,11,0,8,Y
2220,1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,I
2221,5,9,7,8,9,7,7,5,4,7,6,8,6,9,8,7,B
2222,4,7,4,5,2,6,7,6,6,10,8,9,2,9,4,9,G
2223,4,9,4,5,2,9,3,4,5,12,4,13,2,6,5,9,L
2224,2,8,3,6,2,8,7,0,7,13,6,8,0,8,1,8,I
2225,8,10,7,5,4,8,6,4,6,9,6,5,4,10,4,6,Y
2226,3,6,5,4,5,8,6,4,4,7,6,8,6,7,6,8,K
2227,5,11,9,9,7,6,8,2,6,7,6,9,6,5,8,7,X
2228,8,10,7,8,5,3,12,2,3,9,11,8,7,11,2,6,V
2229,8,11,9,8,6,7,8,3,6,10,5,7,4,6,6,8,S
2230,3,7,5,5,5,5,6,3,4,6,5,9,5,7,8,7,K
2231,3,8,5,5,2,7,5,3,1,7,1,8,2,7,2,7,A
2232,9,13,8,7,4,9,4,4,3,13,8,10,4,9,3,9,S
2233,2,4,4,3,2,8,7,5,6,9,5,5,2,8,3,7,D
2234,6,9,8,7,6,8,4,9,5,7,4,8,3,8,4,8,Q
2235,10,13,9,7,4,4,9,4,7,3,3,11,5,8,2,7,N
2236,5,7,7,9,6,10,5,4,4,8,2,6,2,7,7,8,Z
2237,4,9,7,7,4,8,2,2,3,6,1,7,2,7,3,7,A
2238,4,6,5,4,4,8,7,5,6,9,6,6,2,8,6,9,B
2239,5,8,5,6,2,7,4,14,5,7,14,8,3,9,0,8,U
2240,3,5,6,3,2,6,8,2,7,10,7,8,1,9,5,6,S
2241,3,1,4,2,2,5,10,4,4,10,8,4,1,9,4,7,P
2242,3,2,4,4,2,6,8,7,7,8,7,13,1,9,4,10,C
2243,1,0,2,1,1,8,7,6,4,6,6,9,2,8,3,8,Q
2244,5,6,7,9,8,8,11,4,3,5,8,11,5,13,7,11,Q
2245,3,8,5,6,4,4,8,5,8,11,10,9,2,9,4,5,E
2246,2,4,4,3,2,9,6,4,6,10,4,5,2,8,3,8,D
2247,4,2,5,4,3,7,6,6,6,6,6,9,2,8,4,8,G
2248,2,1,4,2,1,6,13,3,2,8,11,8,2,10,1,8,V
2249,4,10,7,7,2,7,5,3,1,7,1,8,3,7,2,8,A
2250,2,8,4,6,2,12,3,3,2,10,1,9,2,6,2,8,A
2251,3,2,4,4,3,7,7,5,5,6,5,7,3,6,6,9,R
2252,3,5,4,4,2,8,7,3,7,10,6,8,1,9,5,8,S
2253,5,9,5,4,3,8,5,4,8,10,4,9,3,7,8,10,Q
2254,6,9,9,7,6,8,6,2,9,11,5,9,3,5,7,8,Z
2255,7,10,8,8,5,3,7,5,7,11,10,14,2,9,3,7,C
