,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11
868,None,275.9,0,0,40,Clouds,scattered clouds,15,7,4314,11/3/2012 15:00
869,None,276.29,0,0,75,Clouds,broken clouds,16,7,4413,11/3/2012 16:00
870,None,276.41,0,0,75,Clouds,broken clouds,17,7,4125,11/3/2012 17:00
871,None,276.29,0,0,75,Clouds,broken clouds,18,7,4004,11/3/2012 18:00
872,None,276.13,0,0,90,Clouds,overcast clouds,19,7,3404,11/3/2012 19:00
873,None,275.93,0,0,90,Clouds,overcast clouds,20,7,2777,11/3/2012 20:00
874,None,275.93,0,0,90,Clouds,overcast clouds,21,7,2579,11/3/2012 21:00
875,None,275.67,0,0,90,Clouds,overcast clouds,22,7,2552,11/3/2012 22:00
876,None,275.58,0,0,90,Clouds,overcast clouds,23,7,1952,11/3/2012 23:00
877,None,275.67,0,0,90,Clouds,overcast clouds,0,1,2125,11/4/2012 0:00
878,None,275.6,0,0,90,Clouds,overcast clouds,1,1,730,11/4/2012 1:00
879,None,275.77,0,0,90,Clouds,overcast clouds,1,1,730,11/4/2012 1:00
880,None,275.42,0,0,90,Clouds,overcast clouds,2,1,345,11/4/2012 2:00
881,None,275.47,0,0,90,Clouds,overcast clouds,3,1,223,11/4/2012 3:00
882,None,275.33,0,0,90,Clouds,overcast clouds,5,1,488,11/4/2012 5:00
883,None,275.08,0,0,90,Clouds,overcast clouds,6,1,710,11/4/2012 6:00
884,None,275.08,0,0,90,Clouds,overcast clouds,7,1,1165,11/4/2012 7:00
885,None,275.09,0,0,90,Rain,light rain,8,1,2067,11/4/2012 8:00
886,None,275.09,0,0,90,Snow,heavy snow,8,1,2067,11/4/2012 8:00
887,None,275.44,0,0,90,Clouds,overcast clouds,9,1,2911,11/4/2012 9:00
888,None,276.1,0,0,90,Clouds,overcast clouds,10,1,3527,11/4/2012 10:00
889,None,276.45,0,0,90,Clouds,overcast clouds,11,1,3765,11/4/2012 11:00
890,None,276.76,0,0,90,Clouds,overcast clouds,12,1,4063,11/4/2012 12:00
891,None,277.11,0,0,90,Clouds,overcast clouds,13,1,4043,11/4/2012 13:00
892,None,278.13,0,0,90,Clouds,overcast clouds,14,1,4200,11/4/2012 14:00
893,None,278.44,0,0,90,Clouds,overcast clouds,15,1,4105,11/4/2012 15:00
894,None,278.44,0,0,90,Clouds,overcast clouds,16,1,4015,11/4/2012 16:00
895,None,278.09,0,0,90,Clouds,overcast clouds,17,1,3620,11/4/2012 17:00
896,None,277.72,0,0,90,Clouds,overcast clouds,18,1,3652,11/4/2012 18:00
897,None,277.41,0,0,90,Clouds,overcast clouds,19,1,2837,11/4/2012 19:00
898,None,277.2,0,0,90,Clouds,overcast clouds,20,1,2446,11/4/2012 20:00
899,None,277.06,0,0,90,Clouds,overcast clouds,21,1,1950,11/4/2012 21:00
900,None,276.7,0,0,90,Clouds,overcast clouds,22,1,1451,11/4/2012 22:00
901,None,276.54,0,0,90,Rain,light rain,23,1,999,11/4/2012 23:00
902,None,276.07,0,0,90,Clouds,overcast clouds,0,2,1720,11/5/2012 0:00
903,None,275.67,0,0,75,Clouds,broken clouds,1,2,1299,11/5/2012 1:00
904,None,274.97,0,0,40,Clouds,scattered clouds,2,2,304,11/5/2012 2:00
905,None,274.86,0,0,20,Clouds,few clouds,3,2,412,11/5/2012 3:00
906,None,273.45,0,0,75,Mist,mist,4,2,753,11/5/2012 4:00
907,None,272.66,0,0,20,Clouds,few clouds,5,2,2562,11/5/2012 5:00
908,None,272.18,0,0,20,Clouds,few clouds,6,2,5658,11/5/2012 6:00
909,None,272.32,0,0,1,Clear,sky is clear,7,2,6877,11/5/2012 7:00
910,None,272.69,0,0,90,Clouds,overcast clouds,8,2,5981,11/5/2012 8:00
911,None,274.26,0,0,90,Clouds,overcast clouds,9,2,4999,11/5/2012 9:00
912,None,275.99,0,0,90,Clouds,overcast clouds,10,2,4408,11/5/2012 10:00
913,None,277.35,0,0,90,Clouds,overcast clouds,11,2,4575,11/5/2012 11:00
914,None,277.83,0,0,90,Clouds,overcast clouds,12,2,4710,11/5/2012 12:00
915,None,278.47,0,0,90,Clouds,overcast clouds,13,2,4648,11/5/2012 13:00
916,None,278.71,0,0,46,Clear,sky is clear,14,2,4968,11/5/2012 14:00
917,None,280.56,0,0,46,Clear,sky is clear,16,2,6124,11/5/2012 16:00
918,None,280.56,0,0,46,Clear,sky is clear,17,2,6134,11/5/2012 17:00
919,None,279.26,0,0,46,Clear,sky is clear,18,2,4265,11/5/2012 18:00
920,None,280.56,0,0,46,Clear,sky is clear,20,2,2415,11/5/2012 20:00
921,None,280.56,0,0,46,Clear,sky is clear,21,2,1963,11/5/2012 21:00
922,None,280.56,0,0,46,Clear,sky is clear,22,2,1454,11/5/2012 22:00
923,None,280.56,0,0,46,Clear,sky is clear,23,2,938,11/5/2012 23:00
924,None,280.56,0,0,46,Clear,sky is clear,0,3,537,11/6/2012 0:00
925,None,274.41,0,0,98,Clear,sky is clear,1,3,313,11/6/2012 1:00
926,None,274.41,0,0,98,Clear,sky is clear,2,3,256,11/6/2012 2:00
927,None,274.41,0,0,98,Clear,sky is clear,3,3,356,11/6/2012 3:00
928,None,274.41,0,0,98,Clear,sky is clear,4,3,788,11/6/2012 4:00
929,None,274.41,0,0,98,Clear,sky is clear,5,3,2565,11/6/2012 5:00
930,None,274.41,0,0,98,Clear,sky is clear,6,3,5330,11/6/2012 6:00
931,None,274.91,0,0,99,Clear,sky is clear,7,3,6181,11/6/2012 7:00
932,None,274.91,0,0,99,Clear,sky is clear,8,3,6182,11/6/2012 8:00
933,None,274.91,0,0,99,Clear,sky is clear,9,3,5720,11/6/2012 9:00
934,None,274.91,0,0,99,Clear,sky is clear,10,3,4612,11/6/2012 10:00
935,None,277.12,0,0,90,Mist,mist,12,3,4666,11/6/2012 12:00
936,None,278.04,0,0,90,Clouds,overcast clouds,13,3,5022,11/6/2012 13:00
937,None,278.19,0,0,90,Clouds,overcast clouds,14,3,5490,11/6/2012 14:00
938,None,278.38,0,0,90,Clouds,overcast clouds,15,3,5973,11/6/2012 15:00
939,None,278.59,0,0,90,Mist,mist,16,3,6201,11/6/2012 16:00
940,None,278.65,0,0,90,Mist,mist,17,3,5453,11/6/2012 17:00
941,None,278.74,0,0,90,Haze,haze,18,3,3921,11/6/2012 18:00
942,None,278.74,0,0,90,Mist,mist,18,3,3921,11/6/2012 18:00
943,None,278.87,0,0,90,Haze,haze,19,3,2835,11/6/2012 19:00
944,None,278.87,0,0,90,Mist,mist,19,3,2835,11/6/2012 19:00
945,None,279.02,0,0,90,Haze,haze,20,3,2450,11/6/2012 20:00
946,None,279.02,0,0,90,Mist,mist,20,3,2450,11/6/2012 20:00
947,None,278.84,0,0,90,Haze,haze,21,3,2078,11/6/2012 21:00
948,None,278.84,0,0,90,Drizzle,heavy intensity drizzle,21,3,2078,11/6/2012 21:00
949,None,278.84,0,0,90,Mist,mist,21,3,2078,11/6/2012 21:00
950,None,278.56,0,0,90,Haze,haze,22,3,1671,11/6/2012 22:00
951,None,278.56,0,0,90,Rain,light rain,22,3,1671,11/6/2012 22:00
952,None,278.56,0,0,90,Drizzle,drizzle,22,3,1671,11/6/2012 22:00
953,None,278.5,0,0,90,Haze,haze,23,3,1472,11/6/2012 23:00
954,None,278.5,0,0,90,Mist,mist,23,3,1472,11/6/2012 23:00
955,None,278.03,0,0,90,Haze,haze,0,4,792,11/7/2012 0:00
956,None,278.03,0,0,90,Rain,light rain,0,4,792,11/7/2012 0:00
957,None,278.03,0,0,90,Mist,mist,0,4,792,11/7/2012 0:00
958,None,277.28,0,0,90,Rain,light rain,1,4,811,11/7/2012 1:00
959,None,277.28,0,0,90,Mist,mist,1,4,811,11/7/2012 1:00
960,None,277.06,0,0,90,Rain,light rain,2,4,671,11/7/2012 2:00
961,None,277.06,0,0,90,Mist,mist,2,4,671,11/7/2012 2:00
962,None,277.06,0,0,90,Rain,moderate rain,2,4,671,11/7/2012 2:00
963,None,277.06,0,0,90,Snow,snow,2,4,671,11/7/2012 2:00
964,None,276.83,0,0,90,Rain,light rain,3,4,474,11/7/2012 3:00
965,None,276.83,0,0,90,Mist,mist,3,4,474,11/7/2012 3:00
966,None,276.83,0,0,90,Rain,moderate rain,3,4,474,11/7/2012 3:00
967,None,277.15,0,0,90,Rain,light rain,4,4,790,11/7/2012 4:00
968,None,277.15,0,0,90,Mist,mist,4,4,790,11/7/2012 4:00
969,None,277.57,0,0,90,Rain,light rain,5,4,2619,11/7/2012 5:00
970,None,277.57,0,0,90,Mist,mist,5,4,2619,11/7/2012 5:00
971,None,277.51,0,0,90,Rain,light rain,6,4,5788,11/7/2012 6:00
972,None,277.51,0,0,90,Mist,mist,6,4,5788,11/7/2012 6:00
973,None,277.51,0,0,90,Drizzle,light intensity drizzle,6,4,5788,11/7/2012 6:00
974,None,277.41,0,0,90,Drizzle,light intensity drizzle,7,4,7088,11/7/2012 7:00
975,None,277.41,0,0,90,Mist,mist,7,4,7088,11/7/2012 7:00
976,None,277.68,0,0,90,Mist,mist,8,4,6264,11/7/2012 8:00
977,None,277.68,0,0,90,Drizzle,drizzle,8,4,6264,11/7/2012 8:00
978,None,278.15,0,0,90,Clouds,overcast clouds,9,4,5230,11/7/2012 9:00
979,None,278.42,0,0,90,Clouds,overcast clouds,10,4,4567,11/7/2012 10:00
980,None,278.61,0,0,90,Clouds,overcast clouds,11,4,4769,11/7/2012 11:00
981,None,279.14,0,0,90,Clouds,overcast clouds,12,4,5011,11/7/2012 12:00
982,None,278.99,0,0,90,Clouds,overcast clouds,13,4,4889,11/7/2012 13:00
983,None,278.83,0,0,90,Rain,light rain,14,4,5367,11/7/2012 14:00
984,None,278.57,0,0,90,Rain,light rain,15,4,5678,11/7/2012 15:00
985,None,278.57,0,0,90,Drizzle,light intensity drizzle,15,4,5678,11/7/2012 15:00
986,None,278.21,0,0,90,Rain,light rain,16,4,6267,11/7/2012 16:00
987,None,278.21,0,0,90,Mist,mist,16,4,6267,11/7/2012 16:00
988,None,278.21,0,0,90,Drizzle,drizzle,16,4,6267,11/7/2012 16:00
989,None,278.21,0,0,90,Drizzle,light intensity drizzle,16,4,6267,11/7/2012 16:00
990,None,277.96,0,0,90,Mist,mist,17,4,6057,11/7/2012 17:00
991,None,277.96,0,0,90,Rain,moderate rain,17,4,6057,11/7/2012 17:00
992,None,277.51,0,0,90,Mist,mist,18,4,4883,11/7/2012 18:00
993,None,277.18,0,0,90,Clouds,overcast clouds,19,4,2927,11/7/2012 19:00
994,None,277.08,0,0,90,Clouds,overcast clouds,20,4,2594,11/7/2012 20:00
995,None,276.98,0,0,90,Clouds,overcast clouds,21,4,2347,11/7/2012 21:00
996,None,276.93,0,0,90,Rain,light rain,22,4,1544,11/7/2012 22:00
997,None,276.76,0,0,90,Clouds,overcast clouds,23,4,1219,11/7/2012 23:00
998,None,276.79,0,0,90,Clouds,overcast clouds,0,5,783,11/8/2012 0:00
999,None,276.64,0,0,90,Clouds,overcast clouds,1,5,357,11/8/2012 1:00
1000,None,276.41,0,0,90,Clouds,overcast clouds,2,5,286,11/8/2012 2:00
1001,None,276.32,0,0,90,Clouds,overcast clouds,3,5,396,11/8/2012 3:00
1002,None,276.32,0,0,90,Clouds,overcast clouds,4,5,791,11/8/2012 4:00
1003,None,276.29,0,0,90,Clouds,overcast clouds,5,5,2681,11/8/2012 5:00
1004,None,276.29,0,0,90,Clouds,overcast clouds,6,5,5614,11/8/2012 6:00
1005,None,276.38,0,0,90,Clouds,overcast clouds,7,5,6834,11/8/2012 7:00
1006,None,276.94,0,0,90,Clouds,overcast clouds,8,5,6280,11/8/2012 8:00
1007,None,277.39,0,0,90,Clouds,overcast clouds,9,5,5460,11/8/2012 9:00
1008,None,278.31,0,0,90,Clouds,overcast clouds,10,5,4670,11/8/2012 10:00
1009,None,278.71,0,0,90,Clouds,overcast clouds,11,5,5071,11/8/2012 11:00
1010,None,279.86,0,0,90,Clouds,overcast clouds,12,5,5246,11/8/2012 12:00
1011,None,279.97,0,0,75,Clouds,broken clouds,13,5,5039,11/8/2012 13:00
1012,None,280.53,0,0,90,Clouds,overcast clouds,14,5,5411,11/8/2012 14:00
1013,None,280.57,0,0,90,Clouds,overcast clouds,15,5,5866,11/8/2012 15:00
1014,None,280.3,0,0,90,Clouds,overcast clouds,16,5,6556,11/8/2012 16:00
1015,None,279.79,0,0,90,Clouds,overcast clouds,17,5,6204,11/8/2012 17:00
1016,None,278.91,0,0,90,Clouds,overcast clouds,18,5,4688,11/8/2012 18:00
1017,None,277.79,0,0,40,Clouds,scattered clouds,19,5,3326,11/8/2012 19:00
1018,None,277,0,0,75,Clouds,broken clouds,20,5,3229,11/8/2012 20:00
1019,None,276.52,0,0,75,Clouds,broken clouds,21,5,2790,11/8/2012 21:00
1020,None,276.25,0,0,40,Clouds,scattered clouds,22,5,1946,11/8/2012 22:00
1021,None,276.1,0,0,90,Clouds,overcast clouds,23,5,1181,11/8/2012 23:00
1022,None,276.1,0,0,75,Clouds,broken clouds,0,6,649,11/9/2012 0:00
1023,None,275.91,0,0,40,Clouds,scattered clouds,1,6,422,11/9/2012 1:00
1024,None,275.69,0,0,40,Clouds,scattered clouds,2,6,340,11/9/2012 2:00
1025,None,275.4,0,0,40,Clouds,scattered clouds,3,6,365,11/9/2012 3:00
1026,None,275.44,0,0,20,Clouds,few clouds,4,6,683,11/9/2012 4:00
1027,None,275.35,0,0,20,Clouds,few clouds,5,6,2471,11/9/2012 5:00
1028,None,275.4,0,0,1,Clear,sky is clear,6,6,5538,11/9/2012 6:00
1029,None,275.4,0,0,1,Clear,sky is clear,7,6,6880,11/9/2012 7:00
1030,None,275.89,0,0,1,Clear,sky is clear,8,6,5906,11/9/2012 8:00
1031,None,277.07,0,0,1,Clear,sky is clear,9,6,5234,11/9/2012 9:00
1032,None,278.66,0,0,1,Clear,sky is clear,10,6,4719,11/9/2012 10:00
1033,None,282.16,0,0,75,Clouds,broken clouds,11,6,5304,11/9/2012 11:00
1034,None,282.49,0,0,1,Clear,sky is clear,12,6,5487,11/9/2012 12:00
1035,None,284.21,0,0,40,Clouds,scattered clouds,13,6,5532,11/9/2012 13:00
1036,None,284.57,0,0,40,Clouds,scattered clouds,14,6,5816,11/9/2012 14:00
1037,None,284.64,0,0,75,Clouds,broken clouds,15,6,5958,11/9/2012 15:00
1038,None,284.11,0,0,40,Clouds,scattered clouds,16,6,6455,11/9/2012 16:00
1039,None,282.06,0,0,40,Clouds,scattered clouds,17,6,6154,11/9/2012 17:00
1040,None,279.8,0,0,20,Clouds,few clouds,18,6,5330,11/9/2012 18:00
1041,None,278.54,0,0,20,Clouds,few clouds,19,6,3540,11/9/2012 19:00
1042,None,278.09,0,0,1,Clear,sky is clear,20,6,3193,11/9/2012 20:00
1043,None,277.88,0,0,1,Clear,sky is clear,21,6,2948,11/9/2012 21:00
1044,None,277.36,0,0,20,Clouds,few clouds,22,6,2496,11/9/2012 22:00
1045,None,277.25,0,0,20,Clouds,few clouds,23,6,1707,11/9/2012 23:00
1046,None,276.64,0,0,1,Clear,sky is clear,0,7,1090,11/10/2012 0:00
1047,None,275.98,0,0,1,Clear,sky is clear,1,7,735,11/10/2012 1:00
1048,None,275.73,0,0,1,Clear,sky is clear,2,7,537,11/10/2012 2:00
1049,None,275.63,0,0,20,Clouds,few clouds,3,7,371,11/10/2012 3:00
1050,None,275.29,0,0,20,Clouds,few clouds,4,7,397,11/10/2012 4:00
1051,None,275.25,0,0,75,Clouds,broken clouds,5,7,696,11/10/2012 5:00
1052,None,275.1,0,0,40,Mist,mist,6,7,1301,11/10/2012 6:00
1053,None,275.23,0,0,40,Clouds,scattered clouds,7,7,1932,11/10/2012 7:00
1054,None,276.09,0,0,20,Clouds,few clouds,8,7,2952,11/10/2012 8:00
1055,None,277.86,0,0,20,Clouds,few clouds,9,7,3529,11/10/2012 9:00
1056,None,280.05,0,0,20,Clouds,few clouds,10,7,3837,11/10/2012 10:00
1057,None,281.75,0,0,20,Clouds,few clouds,11,7,4338,11/10/2012 11:00
1058,None,283.15,0,0,20,Clouds,few clouds,12,7,4762,11/10/2012 12:00
1059,None,283.99,0,0,75,Clouds,broken clouds,13,7,4367,11/10/2012 13:00
1060,None,284.03,0,0,75,Clouds,broken clouds,14,7,4369,11/10/2012 14:00
1061,None,283.98,0,0,1,Clear,sky is clear,15,7,4536,11/10/2012 15:00
1062,None,283,0,0,1,Clear,sky is clear,16,7,4520,11/10/2012 16:00
1063,None,281.46,0,0,90,Clouds,overcast clouds,17,7,4677,11/10/2012 17:00
1064,None,280.71,0,0,90,Clouds,overcast clouds,18,7,4025,11/10/2012 18:00
1065,None,280.24,0,0,90,Clouds,overcast clouds,19,7,3128,11/10/2012 19:00
1066,None,280.18,0,0,90,Clouds,overcast clouds,20,7,2905,11/10/2012 20:00
1067,None,280.08,0,0,90,Clouds,overcast clouds,21,7,2853,11/10/2012 21:00
1068,None,280.23,0,0,90,Clouds,overcast clouds,22,7,3288,11/10/2012 22:00
1069,None,280.33,0,0,90,Clouds,overcast clouds,23,7,2239,11/10/2012 23:00
1070,None,280.27,0,0,90,Haze,haze,0,1,1381,11/11/2012 0:00
1071,None,279.87,0,0,90,Drizzle,light intensity drizzle,1,1,922,11/11/2012 1:00
1072,None,279.87,0,0,90,Rain,light rain,1,1,922,11/11/2012 1:00
1073,None,279.87,0,0,90,Haze,haze,1,1,922,11/11/2012 1:00
1074,None,279.87,0,0,90,Mist,mist,1,1,922,11/11/2012 1:00
1075,None,280.01,0,0,90,Mist,mist,2,1,626,11/11/2012 2:00
1076,None,280.01,0,0,90,Haze,haze,2,1,626,11/11/2012 2:00
1077,None,280.01,0,0,90,Drizzle,light intensity drizzle,2,1,626,11/11/2012 2:00
1078,None,280.26,0,0,90,Rain,light rain,3,1,331,11/11/2012 3:00
1079,None,280.26,0,0,90,Mist,mist,3,1,331,11/11/2012 3:00
1080,None,280.26,0,0,90,Haze,haze,3,1,331,11/11/2012 3:00
1081,None,280.26,0,0,90,Thunderstorm,proximity thunderstorm,3,1,331,11/11/2012 3:00
1082,None,280.1,0,0,90,Thunderstorm,thunderstorm with light rain,4,1,304,11/11/2012 4:00
1083,None,280.1,0,0,90,Mist,mist,4,1,304,11/11/2012 4:00
1084,None,280.1,0,0,90,Haze,haze,4,1,304,11/11/2012 4:00
1085,None,280.1,0,0,90,Thunderstorm,thunderstorm with heavy rain,4,1,304,11/11/2012 4:00
1086,None,280.1,0,0,90,Drizzle,light intensity drizzle,4,1,304,11/11/2012 4:00
1087,None,279.9,0,0,90,Mist,mist,5,1,462,11/11/2012 5:00
1088,None,279.9,0,0,90,Thunderstorm,thunderstorm with heavy rain,5,1,462,11/11/2012 5:00
1089,None,279.9,0,0,90,Rain,light rain,5,1,462,11/11/2012 5:00
1090,None,279.79,0,0,90,Thunderstorm,thunderstorm with light rain,6,1,793,11/11/2012 6:00
1091,None,279.79,0,0,90,Mist,mist,6,1,793,11/11/2012 6:00
1092,None,279.79,0,0,90,Rain,heavy intensity rain,6,1,793,11/11/2012 6:00
1093,None,279.79,0,0,90,Rain,light rain,6,1,793,11/11/2012 6:00
1094,None,279.95,0,0,90,Drizzle,light intensity drizzle,7,1,1120,11/11/2012 7:00
1095,None,279.95,0,0,90,Mist,mist,7,1,1120,11/11/2012 7:00
1096,None,279.95,0,0,90,Rain,light rain,7,1,1120,11/11/2012 7:00
1097,None,279.91,0,0,90,Mist,mist,8,1,1797,11/11/2012 8:00
1098,None,279.91,0,0,90,Drizzle,drizzle,8,1,1797,11/11/2012 8:00
1099,None,280.43,0,0,90,Mist,mist,9,1,2687,11/11/2012 9:00
1100,None,280.43,0,0,90,Rain,light rain,9,1,2687,11/11/2012 9:00
1101,None,280.43,0,0,90,Drizzle,light intensity drizzle,9,1,2687,11/11/2012 9:00
1102,None,280.43,0,0,90,Drizzle,drizzle,9,1,2687,11/11/2012 9:00
1103,None,280.43,0,0,90,Rain,moderate rain,9,1,2687,11/11/2012 9:00
1104,None,281.02,0,0,90,Mist,mist,10,1,3961,11/11/2012 10:00
1105,None,281.02,0,0,90,Rain,light rain,10,1,3961,11/11/2012 10:00
1106,None,282.05,0,0,90,Mist,mist,11,1,4086,11/11/2012 11:00
1107,None,283.42,0,0,90,Mist,mist,12,1,3710,11/11/2012 12:00
1108,None,283.42,0,0,90,Drizzle,drizzle,12,1,3710,11/11/2012 12:00
1109,None,284.94,0,0,75,Mist,mist,13,1,3733,11/11/2012 13:00
1110,None,284.94,0,0,75,Haze,haze,13,1,3733,11/11/2012 13:00
1111,None,287.6,0,0,20,Haze,haze,14,1,3666,11/11/2012 14:00
1112,None,287.6,0,0,20,Mist,mist,14,1,3666,11/11/2012 14:00
1113,None,289.71,0,0,20,Haze,haze,15,1,4012,11/11/2012 15:00
1114,None,289.71,0,0,20,Mist,mist,15,1,4012,11/11/2012 15:00
1115,None,291.14,0,0,20,Mist,mist,16,1,4169,11/11/2012 16:00
1116,None,290.28,0,0,20,Mist,mist,17,1,3636,11/11/2012 17:00
1117,None,288.29,0,0,20,Thunderstorm,proximity thunderstorm,18,1,3390,11/11/2012 18:00
1118,None,288.29,0,0,20,Mist,mist,18,1,3390,11/11/2012 18:00
1119,None,289.25,0,0,40,Mist,mist,19,1,2660,11/11/2012 19:00
1120,None,291.57,0,0,90,Clouds,overcast clouds,20,1,2173,11/11/2012 20:00
1121,None,291.28,0,0,87,Clear,sky is clear,21,1,1924,11/11/2012 21:00
1122,None,288.12,0,0,87,Clear,sky is clear,23,1,2863,11/11/2012 23:00
1123,Veterans Day,288.12,0,0,87,Clear,sky is clear,0,2,1000,11/12/2012 0:00
1124,None,282.74,0,0,98,Clear,sky is clear,1,2,352,11/12/2012 1:00
1125,None,282.74,0,0,98,Clear,sky is clear,2,2,263,11/12/2012 2:00
1126,None,282.74,0,0,98,Clear,sky is clear,3,2,341,11/12/2012 3:00
1127,None,282.74,0,0,98,Clear,sky is clear,4,2,761,11/12/2012 4:00
1128,None,282.74,0,0,98,Clear,sky is clear,5,2,2467,11/12/2012 5:00
1129,None,282.74,0,0,98,Clear,sky is clear,6,2,5242,11/12/2012 6:00
1130,None,273.9,0,0,99,Clear,sky is clear,7,2,5390,11/12/2012 7:00
1131,None,273.9,0,0,99,Clear,sky is clear,8,2,2029,11/12/2012 8:00
1132,None,273.9,0,0,99,Clear,sky is clear,9,2,2096,11/12/2012 9:00
1133,None,272.42,0,0,90,Clouds,overcast clouds,10,2,2892,11/12/2012 10:00
1134,None,272.09,0,0,90,Snow,heavy snow,11,2,4245,11/12/2012 11:00
1135,None,272.09,0,0,90,Mist,mist,11,2,4245,11/12/2012 11:00
1136,None,271.94,0,0,90,Snow,heavy snow,12,2,4148,11/12/2012 12:00
1137,None,271.85,0,0,90,Clouds,overcast clouds,13,2,4362,11/12/2012 13:00
1138,None,271.4,0,0,90,Clouds,overcast clouds,14,2,4619,11/12/2012 14:00
1139,None,271.25,0,0,90,Clouds,overcast clouds,15,2,4755,11/12/2012 15:00
1140,None,270.6,0,0,90,Clouds,overcast clouds,16,2,5187,11/12/2012 16:00
1141,None,270.07,0,0,90,Clouds,overcast clouds,17,2,5186,11/12/2012 17:00
1142,None,269.76,0,0,90,Clouds,overcast clouds,18,2,3854,11/12/2012 18:00
1143,None,269.71,0,0,90,Clouds,overcast clouds,19,2,2641,11/12/2012 19:00
1144,None,269.19,0,0,90,Snow,heavy snow,20,2,2222,11/12/2012 20:00
1145,None,268.91,0,0,90,Snow,heavy snow,21,2,1943,11/12/2012 21:00
1146,None,268.39,0,0,90,Snow,heavy snow,22,2,1437,11/12/2012 22:00
1147,None,267.27,0,0,90,Snow,heavy snow,23,2,2409,11/12/2012 23:00
1148,None,267.05,0,0,90,Snow,heavy snow,0,3,905,11/13/2012 0:00
1149,None,266.64,0,0,90,Clouds,overcast clouds,1,3,367,11/13/2012 1:00
1150,None,266.58,0,0,90,Snow,heavy snow,2,3,290,11/13/2012 2:00
1151,None,266.02,0,0,75,Clouds,broken clouds,3,3,317,11/13/2012 3:00
1152,None,265.93,0,0,90,Clouds,overcast clouds,4,3,775,11/13/2012 4:00
1153,None,266.15,0,0,20,Snow,heavy snow,5,3,2571,11/13/2012 5:00
1154,None,266.42,0,0,75,Snow,heavy snow,6,3,5541,11/13/2012 6:00
1155,None,266.85,0,0,90,Snow,heavy snow,7,3,6529,11/13/2012 7:00
1156,None,266.86,0,0,90,Snow,heavy snow,8,3,6242,11/13/2012 8:00
1157,None,266.86,0,0,90,Mist,mist,8,3,6242,11/13/2012 8:00
1158,None,267.05,0,0,75,Snow,heavy snow,9,3,5438,11/13/2012 9:00
1159,None,267.81,0,0,75,Snow,heavy snow,10,3,4656,11/13/2012 10:00
1160,None,268.35,0,0,90,Snow,heavy snow,11,3,4759,11/13/2012 11:00
1161,None,268.77,0,0,90,Snow,heavy snow,12,3,4943,11/13/2012 12:00
1162,None,269.04,0,0,90,Clouds,overcast clouds,13,3,4924,11/13/2012 13:00
1163,None,269.23,0,0,90,Clouds,overcast clouds,14,3,5409,11/13/2012 14:00
1164,None,269.51,0,0,75,Clouds,broken clouds,15,3,5664,11/13/2012 15:00
1165,None,269.24,0,0,90,Clouds,overcast clouds,16,3,6436,11/13/2012 16:00
1166,None,269.06,0,0,90,Clouds,overcast clouds,17,3,6212,11/13/2012 17:00
1167,None,268.35,0,0,90,Clouds,overcast clouds,18,3,4324,11/13/2012 18:00
1168,None,268.26,0,0,90,Clouds,overcast clouds,19,3,2948,11/13/2012 19:00
1169,None,268.21,0,0,75,Clouds,broken clouds,20,3,2604,11/13/2012 20:00
1170,None,267.91,0,0,20,Clouds,few clouds,21,3,2192,11/13/2012 21:00
1171,None,267.75,0,0,1,Clear,sky is clear,22,3,1563,11/13/2012 22:00
1172,None,267.15,0,0,20,Clouds,few clouds,23,3,1346,11/13/2012 23:00
1173,None,266.33,0,0,20,Clouds,few clouds,0,4,535,11/14/2012 0:00
1174,None,265.99,0,0,1,Clear,sky is clear,1,4,325,11/14/2012 1:00
1175,None,265.94,0,0,1,Clear,sky is clear,2,4,252,11/14/2012 2:00
1176,None,265.14,0,0,1,Clear,sky is clear,3,4,361,11/14/2012 3:00
1177,None,264.61,0,0,1,Clear,sky is clear,4,4,795,11/14/2012 4:00
1178,None,264.67,0,0,1,Clear,sky is clear,5,4,2620,11/14/2012 5:00
1179,None,264.82,0,0,1,Clear,sky is clear,6,4,5730,11/14/2012 6:00
1180,None,265.1,0,0,1,Clear,sky is clear,7,4,6792,11/14/2012 7:00
1181,None,266.4,0,0,1,Clear,sky is clear,8,4,6199,11/14/2012 8:00
1182,None,269.25,0,0,1,Clear,sky is clear,9,4,5216,11/14/2012 9:00
1183,None,271.89,0,0,40,Clouds,scattered clouds,10,4,4864,11/14/2012 10:00
1184,None,272.77,0,0,1,Clear,sky is clear,11,4,5477,11/14/2012 11:00
1185,None,275,0,0,1,Clear,sky is clear,12,4,5654,11/14/2012 12:00
1186,None,277.19,0,0,1,Clear,sky is clear,13,4,5761,11/14/2012 13:00
1187,None,277.92,0,0,1,Clear,sky is clear,14,4,6131,11/14/2012 14:00
1188,None,278.95,0,0,75,Clouds,broken clouds,15,4,6415,11/14/2012 15:00
1189,None,278.02,0,0,75,Clouds,broken clouds,16,4,7189,11/14/2012 16:00
1190,None,276.5,0,0,75,Clouds,broken clouds,17,4,6968,11/14/2012 17:00
1191,None,275.88,0,0,90,Clouds,overcast clouds,18,4,5182,11/14/2012 18:00
1192,None,275.98,0,0,90,Clouds,overcast clouds,19,4,3536,11/14/2012 19:00
1193,None,275.98,0,0,90,Clouds,overcast clouds,20,4,3052,11/14/2012 20:00
